chart_date,rank,title,artist,weeks_on_chart,peak_position,last_position,is_new
2025-10-11,66,Strategy,Twice,11,51,69,False
2025-10-11,67,Better Me For You (Brown Eyes),Max McNown,16,50,72,False
2025-10-11,68,Don't Mind If I Do,Riley Green Featuring Ella Langley,9,68,79,False
2025-10-11,69,Ninja,Young Thug,1,69,0,True
2025-10-11,70,Marlboro Rojo,Fuerza Regida,20,64,80,False
2025-10-11,71,Last One To Know,Gavin Adcock,7,71,74,False
2025-10-11,72,Is It A Crime,Mariah The Scientist & Kali Uchis,8,59,83,False
2025-10-11,73,Nice To Meet You,Myles Smith,17,73,82,False
2025-10-11,74,Eternity,Alex Warren,11,16,78,False
2025-10-11,75,wgft,Gunna Featuring Burna Boy,8,66,76,False
2025-10-11,76,Hello,Cardi B,2,46,46,False
2025-10-11,77,The Subway,Chappell Roan,9,3,75,False
2025-10-11,78,Sienna,The Marias,4,74,87,False
2025-10-11,79,Sparks,Coldplay,12,77,86,False
2025-10-11,80,Camera,Ed Sheeran,3,58,93,False
2025-10-11,81,Darlin',Chase Matthew,2,81,98,False
2025-10-11,82,Breakin' Dishes,Rihanna,3,82,89,False
2025-10-11,83,House Tour,Sabrina Carpenter,5,27,71,False
2025-10-11,84,20 Cigarettes,Morgan Wallen,20,20,91,False
2025-10-11,85,Went Legit,G Herbo,11,81,99,False
2025-10-11,86,The Fall,Cody Johnson,1,86,0,True
2025-10-11,87,Which One,Drake & Central Cee,10,23,96,False
2025-10-11,88,Dead,Cardi B Featuring Summer Walker,2,47,47,False
2025-10-11,89,Bodega Baddie,Cardi B,2,53,53,False
2025-10-11,90,Where Is My Husband!,RAYE,1,90,0,True
2025-10-11,91,Let Down,Radiohead,6,91,0,False
2025-10-11,92,What's Goin On,Cardi B Featuring Lizzo,2,63,63,False
2025-10-11,93,Pick It Up,Cardi B Featuring Selena Gomez,2,45,45,False
2025-10-11,94,What Kinda Man,Parker McCollum,3,94,0,False
2025-10-11,95,Gnarly,KATSEYE,9,90,0,False
2025-10-11,96,Voy A Llevarte Pa PR,Bad Bunny,12,17,0,False
2025-10-11,97,Nice To Each Other,Olivia Dean,1,97,0,True
2025-10-11,98,So Easy (To Fall In Love),Olivia Dean,1,98,0,True
2025-10-11,99,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YKNIECE",1,99,0,True
2025-10-11,100,What An Awesome God,Phil Wickham,1,100,0,True
2025-10-18,1,The Fate Of Ophelia,Taylor Swift,1,1,0,True
2025-10-18,2,Opalite,Taylor Swift,1,2,0,True
2025-10-18,3,Elizabeth Taylor,Taylor Swift,1,3,0,True
2025-10-18,4,Father Figure,Taylor Swift,1,4,0,True
2025-10-18,5,Wood,Taylor Swift,1,5,0,True
2025-10-18,6,Wi$h Li$t,Taylor Swift,1,6,0,True
2025-10-18,7,Actually Romantic,Taylor Swift,1,7,0,True
2025-10-18,8,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,1,8,0,True
2025-10-18,9,Eldest Daughter,Taylor Swift,1,9,0,True
2025-10-18,10,Cancelled!,Taylor Swift,1,10,0,True
2025-10-18,11,Ruin The Friendship,Taylor Swift,1,11,0,True
2025-10-18,12,Honey,Taylor Swift,1,12,0,True
2025-10-18,13,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,1,1,False
2025-10-18,14,Ordinary,Alex Warren,35,1,2,False
2025-10-18,15,Daisies,Justin Bieber,13,2,5,False
2025-10-18,16,I Got Better,Morgan Wallen,21,7,8,False
2025-10-18,17,Lose Control,Teddy Swims,112,1,6,False
2025-10-18,18,Mutt,Leon Thomas,36,11,11,False
2025-10-18,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",15,3,7,False
2025-10-18,20,Man I Need,Olivia Dean,7,12,12,False
2025-10-18,21,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,4,10,False
2025-10-18,22,Die With A Smile,Lady Gaga & Bruno Mars,60,1,13,False
2025-10-18,23,Tit For Tat,Tate McRae,2,3,3,False
2025-10-18,24,What I Want,Morgan Wallen Featuring Tate McRae,21,1,4,False
2025-10-18,25,Beautiful Things,Benson Boone,89,2,15,False
2025-10-18,26,Love Me Not,Ravyn Lenae,28,5,9,False
2025-10-18,27,Folded,Kehlani,17,18,18,False
2025-10-18,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,8,17,False
2025-10-18,29,Manchild,Sabrina Carpenter,18,1,14,False
2025-10-18,30,Back To Friends,sombr,28,22,22,False
2025-10-18,31,I'm The Problem,Morgan Wallen,36,2,25,False
2025-10-18,32,Tears,Sabrina Carpenter,6,3,24,False
2025-10-18,33,Just In Case,Morgan Wallen,29,2,19,False
2025-10-18,34,Good News,Shaboozey,46,12,23,False
2025-10-18,35,Mystical Magical,Benson Boone,24,17,26,False
2025-10-18,36,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,15,27,False
2025-10-18,37,Undressed,sombr,27,16,21,False
2025-10-18,38,Luther,Kendrick Lamar & SZA,46,1,28,False
2025-10-18,39,It Depends,Chris Brown Featuring Bryson Tiller,11,29,29,False
2025-10-18,40,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,21,30,False
2025-10-18,41,Free,Rumi & JINU: EJAE & Andrew Choi,15,23,31,False
2025-10-18,42,Yukon,Justin Bieber,13,17,33,False
2025-10-18,43,Bar None,Jordan Davis,14,41,41,False
2025-10-18,44,Burning Blue,Mariah The Scientist,23,25,34,False
2025-10-18,45,Back In The Saddle,Luke Combs,11,38,38,False
2025-10-18,46,Sorry I'm Here For Someone Else,Benson Boone,32,19,40,False
2025-10-18,47,All The Way,BigXthaPlug Featuring Bailey Zimmerman,27,4,37,False
2025-10-18,48,Happen To Me,Russell Dickerson,25,28,39,False
2025-10-18,49,Revolving Door,Tate McRae,26,22,45,False
2025-10-18,50,No Broke Boys,Disco Lines & Tinashe,13,39,44,False
2025-10-18,51,When Did You Get Hot?,Sabrina Carpenter,6,17,35,False
2025-10-18,52,Sugar On My Tongue,"Tyler, The Creator",12,41,46,False
2025-10-18,53,Safe,Cardi B Featuring Kehlani,3,26,42,False
2025-10-18,54,Gabriela,KATSEYE,12,45,50,False
2025-10-18,55,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,16,32,32,False
2025-10-18,56,Jealous Type,Doja Cat,7,28,36,False
2025-10-18,57,12 To 12,sombr,8,41,49,False
2025-10-18,58,Hell At Night,BigXthaPlug Featuring Ella Langley,9,35,48,False
2025-10-18,59,House Again,Hudson Westbrook,25,51,51,False
2025-10-18,60,ErrTime,Cardi B,3,43,43,False
2025-10-18,61,6 Months Later,Megan Moroney,16,30,52,False
2025-10-18,62,Somewhere Over Laredo,Lainey Wilson,14,54,58,False
2025-10-18,63,Wildflower,Billie Eilish,69,17,54,False
2025-10-18,64,Heart Of Stone,Jelly Roll,8,53,53,False
2025-10-18,65,Shot Callin,YoungBoy Never Broke Again,4,64,64,False
2025-10-18,66,Is It A Crime,Mariah The Scientist & Kali Uchis,9,59,72,False
2025-10-18,67,Last One To Know,Gavin Adcock,8,67,71,False
2025-10-18,68,The Dead Dance,Lady Gaga,5,40,61,False
2025-10-18,69,Don't Mind If I Do,Riley Green Featuring Ella Langley,10,68,68,False
2025-10-18,70,Dracula,Tame Impala & JENNIE,2,55,55,False
2025-10-18,71,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",14,50,63,False
2025-10-18,72,Strategy,Twice,12,51,66,False
2025-10-18,73,Better Me For You (Brown Eyes),Max McNown,17,50,67,False
2025-10-18,74,Marlboro Rojo,Fuerza Regida,21,64,70,False
2025-10-18,75,Outside,Cardi B,16,10,57,False
2025-10-18,76,Nice To Meet You,Myles Smith,18,73,73,False
2025-10-18,77,wgft,Gunna Featuring Burna Boy,9,66,75,False
2025-10-18,78,Darlin',Chase Matthew,3,78,81,False
2025-10-18,79,Where Is My Husband!,RAYE,2,79,90,False
2025-10-18,80,Pretty & Petty,Cardi B,3,43,59,False
2025-10-18,81,Magnet,Cardi B,3,37,60,False
2025-10-18,82,Nobody's Son,Sabrina Carpenter,6,12,62,False
2025-10-18,83,Went Legit,G Herbo,12,81,85,False
2025-10-18,84,Sparks,Coldplay,13,77,79,False
2025-10-18,85,Just Keep Watching,Tate McRae,19,33,65,False
2025-10-18,86,Sienna,The Marias,5,74,78,False
2025-10-18,87,So Easy (To Fall In Love),Olivia Dean,2,87,98,False
2025-10-18,88,Wish,Diplo Featuring Trippie Redd,1,88,0,True
2025-10-18,89,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YKNIECE",2,89,99,False
2025-10-18,90,The Subway,Chappell Roan,10,3,77,False
2025-10-18,91,The Fall,Cody Johnson,2,86,86,False
2025-10-18,92,What You Is,YoungBoy Never Broke Again & Mellow Rackz,1,92,0,True
2025-10-18,93,Eternity,Alex Warren,12,16,74,False
2025-10-18,94,20 Cigarettes,Morgan Wallen,21,20,84,False
2025-10-18,95,Camera,Ed Sheeran,4,58,80,False
2025-10-18,96,Voy A Llevarte Pa PR,Bad Bunny,13,17,96,False
2025-10-18,97,What Kinda Man,Parker McCollum,4,94,94,False
2025-10-18,98,Let Down,Radiohead,7,91,91,False
2025-10-18,99,Breakin' Dishes,Rihanna,4,82,82,False
2025-10-18,100,Which One,Drake & Central Cee,11,23,87,False
2025-10-25,1,The Fate Of Ophelia,Taylor Swift,2,1,1,False
2025-10-25,2,Opalite,Taylor Swift,2,2,2,False
2025-10-25,3,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,1,13,False
2025-10-25,4,Ordinary,Alex Warren,36,1,14,False
2025-10-25,5,Elizabeth Taylor,Taylor Swift,2,3,3,False
2025-10-25,6,Father Figure,Taylor Swift,2,4,4,False
2025-10-25,7,Wi$h Li$t,Taylor Swift,2,6,6,False
2025-10-25,8,Wood,Taylor Swift,2,5,5,False
2025-10-25,9,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,2,8,8,False
2025-10-25,10,Actually Romantic,Taylor Swift,2,7,7,False
2025-10-25,11,Cancelled!,Taylor Swift,2,10,10,False
2025-10-25,12,Eldest Daughter,Taylor Swift,2,9,9,False
2025-10-25,13,Ruin The Friendship,Taylor Swift,2,11,11,False
2025-10-25,14,Honey,Taylor Swift,2,12,12,False
2025-10-25,15,Daisies,Justin Bieber,14,2,15,False
2025-10-25,16,I Got Better,Morgan Wallen,22,7,16,False
2025-10-25,17,Man I Need,Olivia Dean,8,12,20,False
2025-10-25,18,Mutt,Leon Thomas,37,11,18,False
2025-10-25,19,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",16,3,19,False
2025-10-25,20,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",17,4,21,False
2025-10-25,21,Folded,Kehlani,18,18,27,False
2025-10-25,22,What I Want,Morgan Wallen Featuring Tate McRae,22,1,24,False
2025-10-25,23,Love Me Not,Ravyn Lenae,29,5,26,False
2025-10-25,24,Back To Friends,sombr,29,22,30,False
2025-10-25,25,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,8,28,False
2025-10-25,26,Manchild,Sabrina Carpenter,19,1,29,False
2025-10-25,27,Tit For Tat,Tate McRae,3,3,23,False
2025-10-25,28,Mystical Magical,Benson Boone,25,17,35,False
2025-10-25,29,Tears,Sabrina Carpenter,7,3,32,False
2025-10-25,30,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,15,36,False
2025-10-25,31,It Depends,Chris Brown Featuring Bryson Tiller,12,29,39,False
2025-10-25,32,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",16,21,40,False
2025-10-25,33,Free,Rumi & JINU: EJAE & Andrew Choi,16,23,41,False
2025-10-25,34,Back In The Saddle,Luke Combs,12,34,45,False
2025-10-25,35,Burning Blue,Mariah The Scientist,24,25,44,False
2025-10-25,36,Yukon,Justin Bieber,14,17,42,False
2025-10-25,37,Bar None,Jordan Davis,15,37,43,False
2025-10-25,38,Revolving Door,Tate McRae,27,22,49,False
2025-10-25,39,No Broke Boys,Disco Lines & Tinashe,14,39,50,False
2025-10-25,40,Happen To Me,Russell Dickerson,26,28,48,False
2025-10-25,41,Gabriela,KATSEYE,13,41,54,False
2025-10-25,42,Sugar On My Tongue,"Tyler, The Creator",13,41,52,False
2025-10-25,43,12 To 12,sombr,9,41,57,False
2025-10-25,44,Shot Callin,YoungBoy Never Broke Again,5,44,65,False
2025-10-25,45,Jealous Type,Doja Cat,8,28,56,False
2025-10-25,46,6 Months Later,Megan Moroney,17,30,61,False
2025-10-25,47,House Again,Hudson Westbrook,26,47,59,False
2025-10-25,48,Safe,Cardi B Featuring Kehlani,4,26,53,False
2025-10-25,49,Hell At Night,BigXthaPlug Featuring Ella Langley,10,35,58,False
2025-10-25,50,Wildflower,Billie Eilish,70,17,63,False
2025-10-25,51,Somewhere Over Laredo,Lainey Wilson,15,51,62,False
2025-10-25,52,When Did You Get Hot?,Sabrina Carpenter,7,17,51,False
2025-10-25,53,So Easy (To Fall In Love),Olivia Dean,3,53,87,False
2025-10-25,54,Last One To Know,Gavin Adcock,9,54,67,False
2025-10-25,55,Is It A Crime,Mariah The Scientist & Kali Uchis,10,55,66,False
2025-10-25,56,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,17,32,55,False
2025-10-25,57,The Dead Dance,Lady Gaga,6,40,68,False
2025-10-25,58,Don't Mind If I Do,Riley Green Featuring Ella Langley,11,58,69,False
2025-10-25,59,Dracula,Tame Impala & JENNIE,3,55,70,False
2025-10-25,60,Heart Of Stone,Jelly Roll,9,53,64,False
2025-10-25,61,Better Me For You (Brown Eyes),Max McNown,18,50,73,False
2025-10-25,62,wgft,Gunna Featuring Burna Boy,10,62,77,False
2025-10-25,63,Strategy,Twice,13,51,72,False
2025-10-25,64,Darlin',Chase Matthew,4,64,78,False
2025-10-25,65,Nice To Meet You,Myles Smith,19,65,76,False
2025-10-25,66,Part Of Me,A Boogie wit da Hoodie,1,66,0,True
2025-10-25,67,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",15,50,71,False
2025-10-25,68,Leavin,Rod Wave,1,68,0,True
2025-10-25,69,ErrTime,Cardi B,4,43,60,False
2025-10-25,70,Where Is My Husband!,RAYE,3,70,79,False
2025-10-25,71,Maui Wowie,Kid Cudi,1,71,0,True
2025-10-25,72,Eyes Closed,JISOO & ZAYN,1,72,0,True
2025-10-25,73,Went Legit,G Herbo,13,73,83,False
2025-10-25,74,Sparks,Coldplay,14,74,84,False
2025-10-25,75,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YKNIECE",3,75,89,False
2025-10-25,76,What You Is,YoungBoy Never Broke Again & Mellow Rackz,2,76,92,False
2025-10-25,77,Just Keep Watching,Tate McRae,20,33,85,False
2025-10-25,78,The Fall,Cody Johnson,3,78,91,False
2025-10-25,79,Holy Water,Marshmello x Jelly Roll,4,79,0,False
2025-10-25,80,Camera,Ed Sheeran,5,58,95,False
2025-10-25,81,Sienna,The Marias,6,74,86,False
2025-10-25,82,The Subway,Chappell Roan,11,3,90,False
2025-10-25,83,Wish,Diplo Featuring Trippie Redd,2,83,88,False
2025-10-25,84,What Kinda Man,Parker McCollum,5,84,97,False
2025-10-25,85,Eternity,Alex Warren,13,16,93,False
2025-10-25,86,Outside,Cardi B,17,10,75,False
2025-10-25,87,Nobody's Son,Sabrina Carpenter,7,12,82,False
2025-10-25,88,Amen,Shaboozey & Jelly Roll,23,56,0,False
2025-10-25,89,20 Cigarettes,Morgan Wallen,22,20,94,False
2025-10-25,90,Pixelated Kisses,Joji,1,90,0,True
2025-10-25,91,Breakin' Dishes,Rihanna,5,82,99,False
2025-10-25,92,Let Down,Radiohead,8,91,98,False
2025-10-25,93,Days Like These,Luke Combs,1,93,0,True
2025-10-25,94,Pretty & Petty,Cardi B,4,43,80,False
2025-10-25,95,Which One,Drake & Central Cee,12,23,100,False
2025-10-25,96,What An Awesome God,Phil Wickham,2,96,0,False
2025-10-25,97,She Ready,Key Glock,4,91,0,False
2025-10-25,98,Gnarly,KATSEYE,10,90,0,False
2025-10-25,99,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",19,44,0,False
2025-10-25,100,Magnet,Cardi B,4,37,81,False
2025-11-01,1,The Fate Of Ophelia,Taylor Swift,3,1,1,False
2025-11-01,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,1,3,False
2025-11-01,3,Ordinary,Alex Warren,37,1,4,False
2025-11-01,4,Opalite,Taylor Swift,3,2,2,False
2025-11-01,5,Elizabeth Taylor,Taylor Swift,3,3,5,False
2025-11-01,6,Father Figure,Taylor Swift,3,4,6,False
2025-11-01,7,Daisies,Justin Bieber,15,2,15,False
2025-11-01,8,Man I Need,Olivia Dean,9,8,17,False
2025-11-01,9,I Got Better,Morgan Wallen,23,7,16,False
2025-11-01,10,Mutt,Leon Thomas,38,10,18,False
2025-11-01,11,Wi$h Li$t,Taylor Swift,3,6,7,False
2025-11-01,12,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,3,8,9,False
2025-11-01,13,Wood,Taylor Swift,3,5,8,False
2025-11-01,14,Folded,Kehlani,19,14,21,False
2025-11-01,15,Actually Romantic,Taylor Swift,3,7,10,False
2025-11-01,16,It Depends,Chris Brown Featuring Bryson Tiller,13,16,31,False
2025-11-01,17,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",18,4,20,False
2025-11-01,18,Back To Friends,sombr,30,18,24,False
2025-11-01,19,Cancelled!,Taylor Swift,3,10,11,False
2025-11-01,20,Eldest Daughter,Taylor Swift,3,9,12,False
2025-11-01,21,What I Want,Morgan Wallen Featuring Tate McRae,23,1,22,False
2025-11-01,22,Ruin The Friendship,Taylor Swift,3,11,13,False
2025-11-01,23,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",17,3,19,False
2025-11-01,24,Love Me Not,Ravyn Lenae,30,5,23,False
2025-11-01,25,Manchild,Sabrina Carpenter,20,1,26,False
2025-11-01,26,Honey,Taylor Swift,3,12,14,False
2025-11-01,27,Tears,Sabrina Carpenter,8,3,29,False
2025-11-01,28,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,8,25,False
2025-11-01,29,Tit For Tat,Tate McRae,4,3,27,False
2025-11-01,30,Mystical Magical,Benson Boone,26,17,28,False
2025-11-01,31,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,15,30,False
2025-11-01,32,Back In The Saddle,Luke Combs,13,32,34,False
2025-11-01,33,Dracula,Tame Impala & JENNIE,4,33,59,False
2025-11-01,34,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",17,21,32,False
2025-11-01,35,Free,Rumi & JINU: EJAE & Andrew Choi,17,23,33,False
2025-11-01,36,Yukon,Justin Bieber,15,17,36,False
2025-11-01,37,Burning Blue,Mariah The Scientist,25,25,35,False
2025-11-01,38,Pixelated Kisses,Joji,2,38,90,False
2025-11-01,39,Choosin' Texas,Ella Langley,1,39,0,True
2025-11-01,40,Gabriela,KATSEYE,14,40,41,False
2025-11-01,41,Happen To Me,Russell Dickerson,27,28,40,False
2025-11-01,42,No Broke Boys,Disco Lines & Tinashe,15,39,39,False
2025-11-01,43,Shot Callin,YoungBoy Never Broke Again,6,43,44,False
2025-11-01,44,So Easy (To Fall In Love),Olivia Dean,4,44,53,False
2025-11-01,45,When Did You Get Hot?,Sabrina Carpenter,8,17,52,False
2025-11-01,46,12 To 12,sombr,10,41,43,False
2025-11-01,47,Wildflower,Billie Eilish,71,17,50,False
2025-11-01,48,6 Months Later,Megan Moroney,18,30,46,False
2025-11-01,49,Graveyard Whistling,Morgan Wallen,1,49,0,True
2025-11-01,50,Hell At Night,BigXthaPlug Featuring Ella Langley,11,35,49,False
2025-11-01,51,Sugar On My Tongue,"Tyler, The Creator",14,41,42,False
2025-11-01,52,Somewhere Over Laredo,Lainey Wilson,16,51,51,False
2025-11-01,53,Jealous Type,Doja Cat,9,28,45,False
2025-11-01,54,Don't Mind If I Do,Riley Green Featuring Ella Langley,12,54,58,False
2025-11-01,55,House Again,Hudson Westbrook,27,47,47,False
2025-11-01,56,My Old Ways,Tame Impala,1,56,0,True
2025-11-01,57,Safe,Cardi B Featuring Kehlani,5,26,48,False
2025-11-01,58,Is It A Crime,Mariah The Scientist & Kali Uchis,11,55,55,False
2025-11-01,59,wgft,Gunna Featuring Burna Boy,11,59,62,False
2025-11-01,60,The Dead Dance,Lady Gaga,7,40,57,False
2025-11-01,61,Darlin',Chase Matthew,5,61,64,False
2025-11-01,62,Nice To Meet You,Myles Smith,20,62,65,False
2025-11-01,63,Leavin,Rod Wave,2,63,68,False
2025-11-01,64,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,18,32,56,False
2025-11-01,65,Last One To Know,Gavin Adcock,10,54,54,False
2025-11-01,66,Better Me For You (Brown Eyes),Max McNown,19,50,61,False
2025-11-01,67,Where Is My Husband!,RAYE,4,67,70,False
2025-11-01,68,The Subway,Chappell Roan,12,3,82,False
2025-11-01,69,Strategy,Twice,14,51,63,False
2025-11-01,70,Heart Of Stone,Jelly Roll,10,53,60,False
2025-11-01,71,Take Me Thru Dere,"Metro Boomin, Quavo, Breskii & YKNIECE",4,71,75,False
2025-11-01,72,Bar None,Jordan Davis,16,37,37,False
2025-11-01,73,Went Legit,G Herbo,14,73,73,False
2025-11-01,74,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",16,50,67,False
2025-11-01,75,What You Is,YoungBoy Never Broke Again & Mellow Rackz,3,75,76,False
2025-11-01,76,Maui Wowie,Kid Cudi,2,71,71,False
2025-11-01,77,The Fall,Cody Johnson,4,77,78,False
2025-11-01,78,Camera,Ed Sheeran,6,58,80,False
2025-11-01,79,Wish,Diplo Featuring Trippie Redd,3,79,83,False
2025-11-01,80,Sparks,Coldplay,15,74,74,False
2025-11-01,81,What Kinda Man,Parker McCollum,6,81,84,False
2025-11-01,82,Nobody's Son,Sabrina Carpenter,8,12,87,False
2025-11-01,83,Sienna,The Marias,7,74,81,False
2025-11-01,84,ErrTime,Cardi B,5,43,69,False
2025-11-01,85,Amen,Shaboozey & Jelly Roll,24,56,88,False
2025-11-01,86,Outside,Cardi B,18,10,86,False
2025-11-01,87,Eternity,Alex Warren,14,16,85,False
2025-11-01,88,Nice To Each Other,Olivia Dean,2,88,0,False
2025-11-01,89,Breakin' Dishes,Rihanna,6,82,91,False
2025-11-01,90,How Far Does A Goodbye Go,Jason Aldean,2,88,0,False
2025-11-01,91,Loser,Tame Impala,1,91,0,True
2025-11-01,92,Dusty Bibles,Josiah Queen,1,92,0,True
2025-11-01,93,Let Down,Radiohead,9,91,92,False
2025-11-01,94,"3,2,1",Tucker Wetmore,2,94,0,False
2025-11-01,95,Heavens To Betsy,Jackson Dean,1,95,0,True
2025-11-01,96,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",20,44,99,False
2025-11-01,97,Gnarly,KATSEYE,11,90,98,False
2025-11-01,98,What An Awesome God,Phil Wickham,3,96,96,False
2025-11-01,99,Holy Water,Marshmello x Jelly Roll,5,79,79,False
2025-11-01,100,3am,Loe Shimmy & Don Toliver,1,100,0,True
2025-11-08,1,The Fate Of Ophelia,Taylor Swift,4,1,1,False
2025-11-08,2,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,1,2,False
2025-11-08,3,Ordinary,Alex Warren,38,1,3,False
2025-11-08,4,Opalite,Taylor Swift,4,2,4,False
2025-11-08,5,Man I Need,Olivia Dean,10,5,8,False
2025-11-08,6,Daisies,Justin Bieber,16,2,7,False
2025-11-08,7,Folded,Kehlani,20,7,14,False
2025-11-08,8,Elizabeth Taylor,Taylor Swift,4,3,5,False
2025-11-08,9,I Got Better,Morgan Wallen,24,7,9,False
2025-11-08,10,Mutt,Leon Thomas,39,10,10,False
2025-11-08,11,Father Figure,Taylor Swift,4,4,6,False
2025-11-08,12,Back To Friends,sombr,31,12,18,False
2025-11-08,13,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",19,4,17,False
2025-11-08,14,Wi$h Li$t,Taylor Swift,4,6,11,False
2025-11-08,15,What I Want,Morgan Wallen Featuring Tate McRae,24,1,21,False
2025-11-08,16,Manchild,Sabrina Carpenter,21,1,25,False
2025-11-08,17,Love Me Not,Ravyn Lenae,31,5,24,False
2025-11-08,18,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",18,3,23,False
2025-11-08,19,It Depends,Chris Brown Featuring Bryson Tiller,14,16,16,False
2025-11-08,20,Tears,Sabrina Carpenter,9,3,27,False
2025-11-08,21,The Life Of A Showgirl,Taylor Swift Featuring Sabrina Carpenter,4,8,12,False
2025-11-08,22,Back In The Saddle,Luke Combs,14,22,32,False
2025-11-08,23,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,8,28,False
2025-11-08,24,Wood,Taylor Swift,4,5,13,False
2025-11-08,25,Actually Romantic,Taylor Swift,4,7,15,False
2025-11-08,26,Mystical Magical,Benson Boone,27,17,30,False
2025-11-08,27,Tit For Tat,Tate McRae,5,3,29,False
2025-11-08,28,Cancelled!,Taylor Swift,4,10,19,False
2025-11-08,29,Eldest Daughter,Taylor Swift,4,9,20,False
2025-11-08,30,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,15,31,False
2025-11-08,31,Ruin The Friendship,Taylor Swift,4,11,22,False
2025-11-08,32,Thriller,Michael Jackson,25,4,0,False
2025-11-08,33,Honey,Taylor Swift,4,12,26,False
2025-11-08,34,Burning Blue,Mariah The Scientist,26,25,37,False
2025-11-08,35,Choosin' Texas,Ella Langley,2,35,39,False
2025-11-08,36,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",18,21,34,False
2025-11-08,37,Gabriela,KATSEYE,15,37,40,False
2025-11-08,38,Lover Girl,Megan Thee Stallion,1,38,0,True
2025-11-08,39,Dracula,Tame Impala & JENNIE,5,33,33,False
2025-11-08,40,Free,Rumi & JINU: EJAE & Andrew Choi,18,23,35,False
2025-11-08,41,No Broke Boys,Disco Lines & Tinashe,16,39,42,False
2025-11-08,42,Happen To Me,Russell Dickerson,28,28,41,False
2025-11-08,43,Yukon,Justin Bieber,16,17,36,False
2025-11-08,44,So Easy (To Fall In Love),Olivia Dean,5,44,44,False
2025-11-08,45,Don't Mind If I Do,Riley Green Featuring Ella Langley,13,45,54,False
2025-11-08,46,6 Months Later,Megan Moroney,19,30,48,False
2025-11-08,47,This Is Halloween,The Citizens of Halloween,3,38,0,False
2025-11-08,48,Shot Callin,YoungBoy Never Broke Again,7,43,43,False
2025-11-08,49,Somewhere Over Laredo,Lainey Wilson,17,49,52,False
2025-11-08,50,Spaghetti,Le Sserafim & J-Hope,1,50,0,True
2025-11-08,51,Wildflower,Billie Eilish,72,17,47,False
2025-11-08,52,Hell At Night,BigXthaPlug Featuring Ella Langley,12,35,50,False
2025-11-08,53,Is It A Crime,Mariah The Scientist & Kali Uchis,12,53,58,False
2025-11-08,54,Jealous Type,Doja Cat,10,28,53,False
2025-11-08,55,wgft,Gunna Featuring Burna Boy,12,55,59,False
2025-11-08,56,Safe,Cardi B Featuring Kehlani,6,26,57,False
2025-11-08,57,Darlin',Chase Matthew,6,57,61,False
